path	baseline_line	disposition	destination	evidence
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	334	rewrite		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	350	rewrite		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	385	rewrite		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	415	keep		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	419	keep		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	466	rewrite		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional. Final spec review: live cookie SID returns unchanged; only a new session triggers cookie reissue after successful authentication.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	494	rewrite		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	495	rewrite		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	580	rewrite		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	641	rewrite		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	685	rewrite		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	778	rewrite		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizationController.cs	779	rewrite		Read full authorize/consent pipeline, claim destinations, enrollment/roles/scopes and session ledger. Removed obsolete AccountController enrollment caller and exact-once/revocation promises; cookie reissue is conditional.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizeContextController.cs	14	rewrite		Read local URL/path validation, query extraction and AuthorizeContextService exact registered redirect check; a public redirect URL is not a credential.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizeContextController.cs	68	rewrite		Read local URL/path validation, query extraction and AuthorizeContextService exact registered redirect check; a public redirect URL is not a credential.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizeContextController.cs	69	rewrite		Read local URL/path validation, query extraction and AuthorizeContextService exact registered redirect check; a public redirect URL is not a credential.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/AuthorizeContextController.cs	70	rewrite		Read local URL/path validation, query extraction and AuthorizeContextService exact registered redirect check; a public redirect URL is not a credential.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	26	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	33	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	173	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	174	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	184	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	185	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	186	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	268	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	269	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	270	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	276	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	277	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	379	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	408	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/ClientsController.cs	431	rewrite		Read all CRUD/rotation endpoints, scope defaults and validation, metadata conversion and ClientUriRules; administrative registration does not set first-party consent.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/InvitationsController.cs	83	rewrite		Read acceptance user-id mapping and InvitationService verification/email matching, pending/expiry checks and enrollment.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	34	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	49	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	58	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	59	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	72	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	73	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	76	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	77	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	80	remove		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	105	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	114	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	158	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	159	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	173	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	200	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/LogoutController.cs	215	rewrite		Read GET/POST phase ordering, marker bypass, session/hint fallback, page escaping and timeout, AccessRevoker and BackchannelLogoutNotifier failure paths; removed once-per-session and notification-delivery guarantees.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/MeAuthorizationsController.cs	12	rewrite		Read ConnectedApplicationService permanent-valid filtering and withdrawal revocation across matching client authorizations, including per-session ad-hoc records.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/MeAuthorizationsController.cs	27	rewrite		Read ConnectedApplicationService permanent-valid filtering and withdrawal revocation across matching client authorizations, including per-session ad-hoc records.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/MeAuthorizationsController.cs	44	rewrite		Read ConnectedApplicationService permanent-valid filtering and withdrawal revocation across matching client authorizations, including per-session ad-hoc records.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/MeController.cs	12	rewrite		Read route authorization and OrganizationService.GetMyOrganizations active-membership query; removed frontend narrative.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/MeController.cs	25	rewrite		Read route authorization and OrganizationService.GetMyOrganizations active-membership query; removed frontend narrative.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/MfaController.cs	116	rewrite		Read all enrollment/challenge/backup-code paths, data-protection expiry and partial cookie service; removed stale frontend prerender implementation details.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/MfaController.cs	231	rewrite		Read all enrollment/challenge/backup-code paths, data-protection expiry and partial cookie service; removed stale frontend prerender implementation details.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/MfaController.cs	254	rewrite		Read all enrollment/challenge/backup-code paths, data-protection expiry and partial cookie service; removed stale frontend prerender implementation details.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/MfaController.cs	281	rewrite		Read all enrollment/challenge/backup-code paths, data-protection expiry and partial cookie service; removed stale frontend prerender implementation details.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	21	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	40	keep		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	51	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	104	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	105	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	106	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	116	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	147	keep		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	163	keep		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	179	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	201	keep		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	226	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	245	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	261	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	291	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	318	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	342	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	343	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	356	remove		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	357	remove		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	358	remove		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	374	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	414	remove		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	428	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	431	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	461	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	462	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationClientsController.cs	475	rewrite		Read controller filters, address checks, normalization and validation plus OrganizationClientService/AccessRevoker and branding deletion consumer; corrected lifetime rejection and asynchronous cleanup claims.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	32	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	33	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	34	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	35	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	36	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	37	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	38	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	39	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	40	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	54	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	76	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	91	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	107	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	122	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	140	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	158	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	175	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	192	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	210	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	229	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	248	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	267	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	287	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	306	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	324	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	343	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	362	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	383	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	403	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	421	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	446	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	470	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	494	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	510	keep		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/OrganizationsController.cs	529	rewrite		Read every endpoint, pagination then tenant filtering, MembershipReviewService ordering/default-role reinstatement and last-owner guard, OrganizationService lifecycle and filter exemptions.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/RolesController.cs	24	keep		Read RoleManager global role query and IRolePermissionLookup map delegation; both summaries accurately describe returned data.
api/src/Modules/Identity/Wallow.Identity.Api/Controllers/RolesController.cs	37	keep		Read RoleManager global role query and IRolePermissionLookup map delegation; both summaries accurately describe returned data.
